queue_rank,old_rank,eligible,processed,fund,usable,missing,missing_fields,official_routes,canonical_web_status,expected_recoverable_fields,score_values_per_minute,age_class,established_year,age_evidence_kind,age_evidence,age_blocked_fields,age_penalty,expected_recoverable_fields_old,reason,fund_index,ico,web,high,medium,low,expected_raw_slots,route_quality,penalty_factor,bonus_factor,expected_minutes,proven_hosts,cached_documents,cached_unexploited,slug
204,210,yes,no,"MIF SICAV, a.s.",5,6,investment_horizon;minimum_investment;target_return;fees;annual_returns;news,Sbírka listin / ORSL,no website,1.155,0.1925,MATURE,,no_age_evidence,,,1.0,1.155,register only,318,,,0,3,2,2.0999999999999996,0.55,1.0,1.0,6.0,or.justice.cz,0,0,mif-sicav-a-s
205,211,yes,no,TOP ESTATES FUND SICAV a.s.,5,6,investment_horizon;minimum_investment;target_return;fees;annual_returns;news,Sbírka listin / ORSL > canonical web,usable,1.2375,0.1904,MATURE,,no_age_evidence,,,1.0,1.2375,own site plus the register,170,,https://winstor.cz,0,2,3,1.6499999999999997,0.75,1.0,1.0,6.5,or.justice.cz,6,0,top-estates-fund-sicav-a-s
206,213,yes,no,"IFIS investiční fond, a.s.",7,4,minimum_investment;target_return;annual_returns;news,AMISTA > other official hub > canonical web > Sbírka listin / ORSL,usable,0.825,0.1833,MATURE,,no_age_evidence,,,1.0,0.825,proven official route (AMISTA); 11 sound cached documents never read,311,24316717,https://www.ifis.cz/,0,1,1,0.75,1.0,1.0,1.1,4.5,amista.cz;ifis.cz,25,11,ifis-investicni-fond-a-s
207,214,yes,no,"CFH investiční fond SICAV, a.s.",7,4,minimum_investment;target_return;aum_history;annual_returns,DELTA IS > canonical web,usable,0.6,0.1714,MATURE,,no_age_evidence,,,1.0,0.6,proven official route (DELTA IS),243,,https://deltais.cz/fondy/cfh-investicni-fond-sicav-a-s,0,1,0,0.6,1.0,1.0,1.0,3.5,deltais.cz,43,3,cfh-investicni-fond-sicav-a-s
208,215,yes,no,"CORE CAPITAL SICAV, a.s.",8,3,target_return;annual_returns;news,canonical web > Sbírka listin / ORSL,usable,1.1138,0.1713,MATURE,,no_age_evidence,,,1.0,1.1138,own site plus the register; 18 sound cached documents never read,95,04995589,https://corecapital.cz/,0,2,1,1.3499999999999999,0.75,1.0,1.1,6.5,corecapital.cz,28,18,core-capital-sicav-a-s
209,216,yes,no,Opportunity Real Estate Fund SICAV a.s.,7,4,investment_horizon;aum_history;historical_values;news,canonical web,usable,0.42,0.168,MATURE,,no_age_evidence,,,1.0,0.42,canonical website only,153,,https://opportunity.estate/en/,0,0,4,0.6,0.7,1.0,1.0,2.5,opportunity.estate,43,5,opportunity-real-estate-fund-sicav-a-s
210,186,yes,no,"OFO Project ONE SICAV, a.s.",1,10,investment_horizon;minimum_investment;target_return;fees;assets_under_management;administrator;aum_history;annual_returns;historical_values;news,Sbírka listin / ORSL,does not reach the fund,0.9745,0.1624,NO_CLOSED_PERIOD,2026,recorded_establishment_date,2026-04-02,annual_returns;assets_under_management;aum_history;historical_values,0.6364,1.5314,register only; one annual report can answer 5 missing fields; canonical web does not reach the fund,280,,https://www.cyrrus.cz,0,8,1,4.95,0.55,0.45,1.25,6.0,or.justice.cz,17,0,ofo-project-one-sicav-a-s
211,218,yes,no,ALFAMET ENERGY SICAV a.s.,2,9,minimum_investment;target_return;fees;assets_under_management;administrator;aum_history;annual_returns;historical_values;news,AVANT > canonical web > Sbírka listin / ORSL,usable,0.5625,0.1607,ONE_STUB_PERIOD,2025,recorded_establishment_year,2025,annual_returns;assets_under_management;aum_history;historical_values,1.0,0.5625,proven official route (AVANT); one annual report can answer 5 missing fields,340,,https://avantfunds.cz,0,0,3,0.44999999999999996,1.0,1.0,1.25,3.5,avantfunds.cz,41,1,alfamet-energy-sicav-a-s
212,219,yes,no,"APS CREDIT FUND SICAV, a.s.",8,3,investment_horizon;fees;news,Sbírka listin / ORSL > canonical web,usable,1.0125,0.1558,MATURE,,no_age_evidence,,,1.0,1.0125,own site plus the register,118,,https://www.apscreditfund.com,0,2,1,1.3499999999999999,0.75,1.0,1.0,6.5,or.justice.cz;aps-holding.com,29,0,aps-credit-fund-sicav-a-s
213,220,yes,no,"ČCE (B), investiční fond s proměnným základním kapitálem, a.s.",6,5,minimum_investment;target_return;fees;annual_returns;news,Sbírka listin / ORSL > canonical web,usable,1.0125,0.1558,MATURE,2015,recorded_establishment_date,2015-03-05,,1.0,1.0125,own site plus the register,332,,https://ustredicce.e-cirkev.cz/investice-pf/investicni-fondy/,0,2,1,1.3499999999999999,0.75,1.0,1.0,6.5,or.justice.cz;ustredicce.e-cirkev.cz,34,0,cce-b-investicni-fond-s-promennym-zakladnim-kapitale
214,221,yes,no,AVANT Finance SICAV a. s.,8,3,target_return;annual_returns;news,AVANT > canonical web > Sbírka listin / ORSL,usable,0.54,0.1543,MATURE,,no_age_evidence,,,1.0,0.54,proven official route (AVANT); identity conflict on record,11,06697674,https://avantfunds.cz/avant-finance,0,1,2,0.9,1.0,0.6,1.0,3.5,avantfunds.cz,35,5,avant-finance-sicav-a-s
215,101,yes,no,"Aspire 11 Capital SICAV, a.s.",5,6,fees;assets_under_management;aum_history;annual_returns;historical_values;news,other official hub > canonical web > Sbírka listin / ORSL,usable,0.5363,0.1532,ONE_STUB_PERIOD,2025,recorded_establishment_year,2025,annual_returns;assets_under_management;aum_history;historical_values,0.1857,2.8875,proven official route (other official hub); one annual report can answer 4 missing fields; 28 sound cached documents never read,181,,https://partnersis.cz,0,3,2,2.1,1.0,1.0,1.375,3.5,partnersis.cz,53,28,aspire-11-capital-sicav-a-s
216,197,yes,no,"Mariposa Invest SICAV, a.s.",1,10,investment_horizon;minimum_investment;target_return;fees;assets_under_management;administrator;aum_history;annual_returns;historical_values;news,Sbírka listin / ORSL,does not reach the fund,0.891,0.1485,ONE_STUB_PERIOD,2025,recorded_establishment_date,2025-11-18,annual_returns;assets_under_management;aum_history;historical_values,0.6486,1.3736,register only; canonical web does not reach the fund,112,,https://mariposacap.com,0,9,1,5.55,0.55,0.45,1.0,6.0,,4,0,mariposa-invest-sicav-a-s
217,222,yes,no,MONUMENTUM Fund SICAV a.s.,2,9,investment_horizon;minimum_investment;target_return;fees;assets_under_management;aum_history;annual_returns;historical_values;news,Sbírka listin / ORSL > canonical web,usable,0.9492,0.146,MATURE,,no_age_evidence,,,1.0,0.9492,own site plus the register; one annual report can answer 4 missing fields; fund is in liquidation or has ceased,271,,https://www.avantfunds.cz/informace-o-fondech/,0,6,3,4.05,0.75,0.25,1.25,6.5,or.justice.cz,35,0,monumentum-fund-sicav-a-s
218,217,yes,no,BHS Energy & Battery Fund SICAV a.s.,6,5,assets_under_management;aum_history;annual_returns;historical_values;news,other official hub > canonical web > Sbírka listin / ORSL,usable,0.5063,0.1446,TWO_PERIODS,2024,recorded_establishment_date,2024-10-16,annual_returns;aum_history;historical_values,0.9,0.5625,proven official route (other official hub); one annual report can answer 4 missing fields,183,22268308,https://bhs.cz,0,0,3,0.44999999999999996,1.0,1.0,1.25,3.5,bhs.cz,55,3,bhs-energy-battery-fund-sicav-a-s
219,224,yes,no,Aequitas Capital Investment SICAV a.s.,8,3,target_return;annual_returns;news,AVANT > canonical web,usable,0.495,0.1414,MATURE,,no_age_evidence,,,1.0,0.495,proven official route (AVANT); 20 sound cached documents never read,120,,https://www.aequitasgroup.eu/cs/investujte-s-nami/dluhopisy/,0,0,3,0.44999999999999996,1.0,1.0,1.1,3.5,avantfunds.cz;aequitasgroup.eu,36,20,aequitas-capital-investment-sicav-a-s
220,225,yes,no,CONTERA Fund SICAV a.s.,8,3,minimum_investment;target_return;news,AVANT > canonical web,usable,0.495,0.1414,MATURE,,no_age_evidence,,,1.0,0.495,proven official route (AVANT); 18 sound cached documents never read,128,,https://contera.cz,0,0,3,0.44999999999999996,1.0,1.0,1.1,3.5,avantfunds.cz,26,18,contera-fund-sicav-a-s
221,123,yes,no,QH Letting SICAV a.s.,6,5,target_return;aum_history;annual_returns;historical_values;news,AMISTA > canonical web > Sbírka listin / ORSL,usable,0.4875,0.1393,ONE_STUB_PERIOD,2025,ico_band,IČO 23309865,annual_returns;aum_history;historical_values,0.2364,2.0625,proven official route (AMISTA); one annual report can answer 3 missing fields,160,23309865,https://www.amista.cz,0,2,3,1.65,1.0,1.0,1.25,3.5,amista.cz,51,0,qh-letting-sicav-a-s
222,227,yes,no,Wine Investment Partners SICAV a.s.,8,3,target_return;annual_returns;news,canonical web,usable,0.3465,0.1386,MATURE,,no_age_evidence,,,1.0,0.3465,canonical website only; 23 sound cached documents never read,225,,https://www.wipartners.cz/en/,0,0,3,0.44999999999999996,0.7,1.0,1.1,2.5,wipartners.cz,43,23,wine-investment-partners-sicav-a-s
223,228,yes,no,APF GROUP CR SICAV a.s.,3,8,minimum_investment;target_return;fees;assets_under_management;aum_history;annual_returns;historical_values;news,Sbírka listin / ORSL > canonical web,usable,0.8898,0.1369,MATURE,,no_age_evidence,,,1.0,0.8898,own site plus the register; one annual report can answer 4 missing fields; exact IČO makes the register usable; fund is in liquidation or has ceased,176,19998503,https://apfgroupcr.com,0,5,2,3.3,0.75,0.25,1.438,6.5,or.justice.cz,4,0,apf-group-cr-sicav-a-s
224,229,yes,no,"TUTAMEN SICAV, a.s.",9,2,annual_returns;news,AVANT > canonical web,usable,0.4538,0.1296,MATURE,,no_age_evidence,,,1.0,0.4538,proven official route (AVANT); 13 sound cached documents never read; only the difficult fields remain,87,,https://www.tutamen.cz,0,1,1,0.75,1.0,0.55,1.1,3.5,avantfunds.cz;tutamen.cz,27,13,tutamen-sicav-a-s
225,230,yes,no,"STING investiční fond s proměnným základním kapitálem, a.s.",9,2,annual_returns;news,AMISTA > canonical web > Sbírka listin / ORSL,usable,0.4538,0.1296,MATURE,,no_age_evidence,,,1.0,0.4538,proven official route (AMISTA); 15 sound cached documents never read; only the difficult fields remain,217,29017688,https://www.stingif.cz,0,1,1,0.75,1.0,0.55,1.1,3.5,stingif.cz;amista.cz;stingfond.cz,21,15,sting-investicni-fond-s-promennym-zakladnim-kapitale
226,231,yes,no,"DOMOPLAN - Projekty Brno SICAV, a.s.",8,3,target_return;annual_returns;news,AVANT > canonical web > Sbírka listin / ORSL,usable,0.45,0.1286,MATURE,,no_age_evidence,,,1.0,0.45,proven official route (AVANT),2,09088431,https://www.domoplanfund.eu/cs/fond/domoplan-projekty-brno-sicav-a-s-8arcMj,0,0,3,0.44999999999999996,1.0,1.0,1.0,3.5,domoplanfund.eu;avantfunds.cz,42,2,domoplan-projekty-brno-sicav-a-s
227,232,yes,no,ZSZ investiční fond s proměnným základním kapitálem a.s.,8,3,minimum_investment;target_return;news,AVANT > canonical web > Sbírka listin / ORSL,usable,0.45,0.1286,MATURE,,no_age_evidence,,,1.0,0.45,proven official route (AVANT),173,24307467,https://www.avantfunds.cz/cs/fondy/zsz-investicni-fond-s-promennym-zakladnim-kapitalem-a-s/,0,0,3,0.44999999999999996,1.0,1.0,1.0,3.5,avantfunds.cz,32,4,zsz-investicni-fond-s-promennym-zakladnim-kapitalem-
228,233,yes,no,"CONTI REAL ESTATE FUND SICAV, a.s.",7,4,minimum_investment;target_return;annual_returns;news,AVANT > canonical web,usable,0.45,0.1286,MATURE,,no_age_evidence,,,1.0,0.45,proven official route (AVANT),187,,https://contifund.com,0,0,3,0.44999999999999996,1.0,1.0,1.0,3.5,avantfunds.cz;contifund.cz,17,4,conti-real-estate-fund-sicav-a-s
229,235,yes,no,ASOLERO SICAV a.s.,8,3,target_return;annual_returns;news,AMISTA > canonical web > Sbírka listin / ORSL,usable,0.45,0.1286,MATURE,,no_age_evidence,,,1.0,0.45,proven official route (AMISTA),230,06586546,https://www.amista.cz/povinne-informace.html,0,0,3,0.44999999999999996,1.0,1.0,1.0,3.5,amista.cz,20,1,asolero-sicav-a-s
230,236,yes,no,"CDP SICAV, a.s.",8,3,minimum_investment;target_return;news,AVANT > canonical web > Sbírka listin / ORSL,usable,0.45,0.1286,MATURE,2024,ico_band+existing_multiyear_series,IČO 21091714,,1.0,0.45,proven official route (AVANT),302,21091714,https://www.avantfunds.cz/informace-o-fondech/,0,0,3,0.44999999999999996,1.0,1.0,1.0,3.5,avantfunds.cz,34,1,cdp-sicav-a-s
231,237,yes,no,Credit Easy Invest SICAV a.s.,8,3,target_return;annual_returns;news,AMISTA > canonical web > Sbírka listin / ORSL,usable,0.45,0.1286,MATURE,,no_age_evidence,,,1.0,0.45,proven official route (AMISTA),307,05949271,https://www.amista.cz/povinne-informace.html,0,0,3,0.44999999999999996,1.0,1.0,1.0,3.5,amista.cz,23,0,credit-easy-invest-sicav-a-s
232,238,yes,no,"FOCUS INVEST, investiční fond s proměnným základním kapitálem, a.s.",7,4,minimum_investment;target_return;annual_returns;news,AMISTA > canonical web > Sbírka listin / ORSL,usable,0.45,0.1286,MATURE,,no_age_evidence,,,1.0,0.45,proven official route (AMISTA),308,24175013,https://www.amista.cz/povinne-informace.html,0,0,3,0.44999999999999996,1.0,1.0,1.0,3.5,amista.cz,20,0,focus-invest-investicni-fond-s-promennym-zakladnim-k
233,239,yes,no,"TOPELEX Partners SICAV, a.s.",8,3,minimum_investment;target_return;news,AVANT > canonical web,usable,0.45,0.1286,MATURE,,no_age_evidence,,,1.0,0.45,proven official route (AVANT),327,,https://www.topelex-partners.cz/,0,0,3,0.44999999999999996,1.0,1.0,1.0,3.5,avantfunds.cz,10,3,topelex-partners-sicav-a-s
234,240,yes,no,Green Tech for Future SICAV a.s.,5,6,target_return;fees;aum_history;annual_returns;historical_values;news,Sbírka listin / ORSL > canonical web,usable,0.832,0.128,MATURE,,no_age_evidence,,,1.0,0.832,own site plus the register; one annual report can answer 3 missing fields; fund is in liquidation or has ceased,198,,https://gtf.cz,1,4,1,3.5500000000000003,0.75,0.25,1.25,6.5,gtf.cz;or.justice.cz,14,2,green-tech-for-future-sicav-a-s
235,241,yes,no,Silverline Fund SICAV a.s.,9,2,annual_returns;news,canonical web,usable,0.3176,0.127,MATURE,,no_age_evidence,,,1.0,0.3176,canonical website only; 35 sound cached documents never read; only the difficult fields remain,34,,https://silverlinere.com,0,1,1,0.75,0.7,0.55,1.1,2.5,silverlinere.com,45,35,silverline-fund-sicav-a-s
236,242,yes,no,FINDIGO FKI SICAV a.s.,9,2,aum_history;news,canonical web,usable,0.3176,0.127,MATURE,,no_age_evidence,,,1.0,0.3176,canonical website only; 11 sound cached documents never read; only the difficult fields remain,102,,https://findigofki.cz,0,1,1,0.75,0.7,0.55,1.1,2.5,findigofki.cz,22,11,findigo-fki-sicav-a-s
237,243,yes,no,"Jet 4 SICAV, a.s.",8,3,assets_under_management;aum_history;historical_values,canonical web,usable,0.315,0.126,MATURE,,no_age_evidence,,,1.0,0.315,canonical website only,76,,https://www.jetinvestment.cz/en/private-equity/jet-4,0,0,3,0.44999999999999996,0.7,1.0,1.0,2.5,jetinvestment.cz;cdn.prod.website-files.com,25,2,jet-4-sicav-a-s
238,244,yes,no,Importo SICAV a.s.,5,6,investment_horizon;minimum_investment;target_return;fees;annual_returns;news,Sbírka listin / ORSL,no website,0.7425,0.1237,MATURE,2024,recorded_establishment_date+existing_multiyear_series,2024-01-01,,1.0,0.7425,register only,313,,,0,2,1,1.3499999999999999,0.55,1.0,1.0,6.0,or.justice.cz,2,0,importo-sicav-a-s
239,245,yes,no,"BOHEMIA investiční fond SICAV, a.s.",9,2,annual_returns;news,AVANT > canonical web > Sbírka listin / ORSL,usable,0.4125,0.1179,MATURE,,no_age_evidence,,,1.0,0.4125,proven official route (AVANT); only the difficult fields remain,12,03754774,https://bif.cz,0,1,1,0.75,1.0,0.55,1.0,3.5,avantfunds.cz;bif.cz,16,9,bohemia-investicni-fond-sicav-a-s
240,247,yes,no,"ZFP UP Premium SICAV, a.s.",9,2,annual_returns;news,AVANT > canonical web > Sbírka listin / ORSL,usable,0.4125,0.1179,MATURE,,no_age_evidence,,,1.0,0.4125,proven official route (AVANT); only the difficult fields remain,47,19832036,https://www.avantfunds.cz/fondy/zfp-up-premium-sicav-a-s/,0,1,1,0.75,1.0,0.55,1.0,3.5,avantfunds.cz,37,2,zfp-up-premium-sicav-a-s
241,204,yes,no,Vista SICAV a.s.,6,5,minimum_investment;aum_history;annual_returns;historical_values;news,AVANT > canonical web,usable,0.4031,0.1152,ONE_STUB_PERIOD,2025,recorded_first_accounting_period,2025-06-26/2025-12-31,annual_returns;aum_history;historical_values,0.5375,0.75,proven official route (AVANT); one annual report can answer 3 missing fields,328,,https://www.avantfunds.cz/informace-o-fondech/,0,0,4,0.6,1.0,1.0,1.25,3.5,avantfunds.cz,39,0,vista-sicav-a-s
242,249,yes,no,"REALIA FUND SICAV, a.s.",10,1,annual_returns,AVANT > canonical web,usable,0.363,0.1037,MATURE,,no_age_evidence,,,1.0,0.363,proven official route (AVANT); 32 sound cached documents never read; only the difficult fields remain,30,,https://realiagroup.cz,0,1,0,0.6,1.0,0.55,1.1,3.5,realiagroup.cz;avantfunds.cz;cdn.prod.website-files.com,47,32,realia-fund-sicav-a-s
243,250,yes,no,"FWG atlantiso SICAV, a.s.",10,1,annual_returns,AVANT > canonical web,usable,0.363,0.1037,MATURE,2024,recorded_establishment_date+existing_multiyear_series,2024-06-03,,1.0,0.363,proven official route (AVANT); 20 sound cached documents never read; only the difficult fields remain,72,,https://fki.fwgatlantiso.eu,0,1,0,0.6,1.0,0.55,1.1,3.5,avantfunds.cz;fwg-sicav-media.fra1.cdn.digitaloceanspaces.com;fki.fwgatlantiso.eu,38,20,fwg-atlantiso-sicav-a-s
244,248,yes,no,"FIDUROCK nemovitostní fond SICAV, a.s.",6,5,minimum_investment;target_return;aum_history;annual_returns;news,Sbírka listin / ORSL > canonical web,usable,0.6497,0.1,TWO_PERIODS,2024,recorded_first_accounting_period,2024-03-25/2024-12-31,annual_returns;aum_history,0.875,0.7425,own site plus the register; 10 sound cached documents never read,20,,https://www.fidurock.com/,0,1,2,0.9,0.75,1.0,1.1,6.5,or.justice.cz;fidurock-prod.fra1.digitaloceanspaces.com;fidurock.cz,45,10,fidurock-nemovitostni-fond-sicav-a-s
245,252,yes,no,"Natland Real Estate SICAV, a.s.",9,2,target_return;news,AVANT > canonical web,usable,0.33,0.0943,MATURE,,no_age_evidence,,,1.0,0.33,proven official route (AVANT); 20 sound cached documents never read,7,,https://www.natland.cz/en/natland-real-estate-fund-sicav,0,0,2,0.3,1.0,1.0,1.1,3.5,avantfunds.cz;natland.cz,47,20,natland-real-estate-sicav-a-s
246,253,yes,no,"SPILBERK investiční fond SICAV, a.s.",9,2,target_return;news,AVANT > canonical web > Sbírka listin / ORSL,usable,0.33,0.0943,MATURE,,no_age_evidence,,,1.0,0.33,proven official route (AVANT); 10 sound cached documents never read,9,05194148,https://www.spilberk.com,0,0,2,0.3,1.0,1.0,1.1,3.5,avantfunds.cz,18,10,spilberk-investicni-fond-sicav-a-s
247,254,yes,no,"WERO ČSEF SICAV, a.s.",8,3,target_return;annual_returns;news,AVANT > canonical web,usable,0.33,0.0943,MATURE,,no_age_evidence,,,1.0,0.33,proven official route (AVANT); 13 sound cached documents never read,43,,https://werocsef.cz,0,0,2,0.3,1.0,1.0,1.1,3.5,avantfunds.cz;werocsef.cz,29,13,wero-csef-sicav-a-s
248,255,yes,no,"AVANT LOAN SICAV, a.s.",9,2,target_return;news,AVANT > canonical web > Sbírka listin / ORSL,usable,0.33,0.0943,MATURE,,no_age_evidence,,,1.0,0.33,proven official route (AVANT); 14 sound cached documents never read,57,17486041,https://avantloan.cz,0,0,2,0.3,1.0,1.0,1.1,3.5,avantloan.cz;avantfunds.cz,33,14,avant-loan-sicav-a-s
249,256,yes,no,"Soulmates Ventures Fund SICAV, a.s.",8,3,target_return;annual_returns;news,AVANT > canonical web,usable,0.33,0.0943,MATURE,,no_age_evidence,,,1.0,0.33,proven official route (AVANT); 15 sound cached documents never read,86,,https://soulmatesventures.com,0,0,2,0.3,1.0,1.0,1.1,3.5,avantfunds.cz,35,15,soulmates-ventures-fund-sicav-a-s
250,257,yes,no,"SEMPER SICAV, a.s.",9,2,target_return;annual_returns,AVANT > canonical web,usable,0.33,0.0943,MATURE,,no_age_evidence,,,1.0,0.33,proven official route (AVANT); 26 sound cached documents never read,164,,https://www.semper-sicav.cz,0,0,2,0.3,1.0,1.0,1.1,3.5,avantfunds.cz;semper-sicav.cz,38,26,semper-sicav-a-s
251,258,yes,no,Wine Heritage Fund SICAV a.s.,7,4,target_return;annual_returns;historical_values;news,DELTA IS > canonical web,usable,0.33,0.0943,MATURE,,no_age_evidence,,,1.0,0.33,proven official route (DELTA IS); 12 sound cached documents never read,330,,https://wineheritagefund.com/,0,0,2,0.3,1.0,1.0,1.1,3.5,deltais.cz;wineheritagefund.com,16,12,wine-heritage-fund-sicav-a-s
252,259,yes,no,UDI Group SICAV a.s.,8,3,target_return;annual_returns;news,canonical web,usable,0.231,0.0924,MATURE,,no_age_evidence,,,1.0,0.231,canonical website only; 15 sound cached documents never read,222,,https://urban-developers.com,0,0,2,0.3,0.7,1.0,1.1,2.5,udifond.com,28,15,udi-group-sicav-a-s
253,260,yes,no,First Veterinary Fund Central Europe SICAV a.s.,7,4,target_return;annual_returns;historical_values;news,Sbírka listin / ORSL > canonical web,usable,0.594,0.0914,MATURE,2022,recorded_first_accounting_period,2021-12-07/2022-12-31,,1.0,0.594,own site plus the register; 14 sound cached documents never read; identity conflict on record,253,,https://www.vetfund.cz/en/,0,2,0,1.2,0.75,0.6,1.1,6.5,vetfund.cz;or.justice.cz,29,14,first-veterinary-fund-central-europe-sicav-a-s
254,261,yes,no,"Czech Development Fund SICAV, a.s.",9,2,target_return;news,canonical web > Sbírka listin / ORSL,usable,0.5625,0.0865,MATURE,,no_age_evidence,,,1.0,0.5625,own site plus the register,134,10815007,https://www.cdfs.cz/en,0,1,1,0.75,0.75,1.0,1.0,6.5,efekta-developmentfund.cz,44,0,czech-development-fund-sicav-a-s
255,262,yes,no,"DOMOPLAN - Pekárenský dvůr SICAV, a.s.",8,3,target_return;annual_returns;news,AVANT > canonical web > Sbírka listin / ORSL,usable,0.3,0.0857,MATURE,,no_age_evidence,,,1.0,0.3,proven official route (AVANT),100,09254081,https://www.domoplanfund.eu/cs/fond/domoplan-pekarensky-dvur-sicav-a-s-0mQxyM,0,0,2,0.3,1.0,1.0,1.0,3.5,avantfunds.cz;domoplanfund.eu,45,7,domoplan-pekarensky-dvur-sicav-a-s
256,263,yes,no,BHP HOTELS SICAV a.s.,8,3,target_return;annual_returns;news,AMISTA > canonical web > Sbírka listin / ORSL,usable,0.3,0.0857,MATURE,,no_age_evidence,,,1.0,0.3,proven official route (AMISTA),123,19419431,https://bhp.sk,0,0,2,0.3,1.0,1.0,1.0,3.5,amista.cz,19,2,bhp-hotels-sicav-a-s
257,234,yes,no,PRIME IMMO SICAV a.s.,6,5,minimum_investment;target_return;aum_history;annual_returns;news,AVANT > canonical web > Sbírka listin / ORSL,usable,0.3,0.0857,ONE_STUB_PERIOD,2025,recorded_first_accounting_period,2025-07-17/2025-12-31,annual_returns;aum_history,0.6667,0.45,proven official route (AVANT),211,23509821,https://primefund.cz,0,0,3,0.44999999999999996,1.0,1.0,1.0,3.5,avantfunds.cz,18,0,prime-immo-sicav-a-s
258,264,yes,no,"AVANT ENERGY SICAV, a.s.",9,2,minimum_investment;news,AVANT > canonical web > Sbírka listin / ORSL,usable,0.3,0.0857,MATURE,,no_age_evidence,,,1.0,0.3,proven official route (AVANT),232,09116451,https://avantenergy.cz/,0,0,2,0.3,1.0,1.0,1.0,3.5,avantfunds.cz;avantenergy.cz,18,5,avant-energy-sicav-a-s
259,265,yes,no,"CCD FOOD SICAV, a.s.",8,3,target_return;annual_returns;news,PROTON IS > canonical web > Sbírka listin / ORSL,usable,0.3,0.0857,TWO_PERIODS,2024,recorded_first_accounting_period,2024-07-30/2024-12-31,annual_returns,1.0,0.3,proven official route (PROTON IS),240,,https://ccfs.cz,0,0,2,0.3,1.0,1.0,1.0,3.5,protonis.cz;ccfs.cz,20,2,ccd-food-sicav-a-s
260,266,yes,no,FMP SICAV a.s.,8,3,target_return;annual_returns;news,AVANT > canonical web > Sbírka listin / ORSL,usable,0.3,0.0857,MATURE,,no_age_evidence,,,1.0,0.3,proven official route (AVANT),251,24207411,https://www.avantfunds.cz/informace-o-fondech/,0,0,2,0.3,1.0,1.0,1.0,3.5,avantfunds.cz,42,0,fmp-sicav-a-s
261,267,yes,no,WARHOLD Fund SICAV a.s.,8,3,target_return;annual_returns;news,AMISTA > canonical web > Sbírka listin / ORSL,usable,0.3,0.0857,MATURE,,no_age_evidence,,,1.0,0.3,proven official route (AMISTA),295,17507006,https://warhold.cz/,0,0,2,0.3,1.0,1.0,1.0,3.5,amista.cz;warhold.cz,2,1,warhold-fund-sicav-a-s
262,268,yes,no,Mabon investiční fond s proměnným základním kapitálem a.s.,9,2,target_return;news,AVANT > canonical web > Sbírka listin / ORSL,usable,0.3,0.0857,MATURE,2009,recorded_establishment_date,2009-05-27,,1.0,0.3,proven official route (AVANT),319,28904681,https://www.mabon.info/,0,0,2,0.3,1.0,1.0,1.0,3.5,avantfunds.cz,22,5,mabon-investicni-fond-s-promennym-zakladnim-kapitale
263,269,yes,no,Max Realitní Fond SICAV a.s.,9,2,target_return;annual_returns,Sbírka listin / ORSL > canonical web,usable,0.495,0.0762,MATURE,,no_age_evidence,,,1.0,0.495,own site plus the register; 30 sound cached documents never read,25,,https://maxrealitni.cz,0,1,0,0.6,0.75,1.0,1.1,6.5,maxrealitni.cz;or.justice.cz,41,30,max-realitni-fond-sicav-a-s
264,270,yes,no,"MERITY investiční fond, SICAV, a.s.",8,3,target_return;annual_returns;news,Sbírka listin / ORSL > canonical web,usable,0.495,0.0762,MATURE,,no_age_evidence,,,1.0,0.495,own site plus the register; 25 sound cached documents never read,205,,https://www.merity.cz/,0,1,0,0.6,0.75,1.0,1.1,6.5,or.justice.cz;merity.cz,34,25,merity-investicni-fond-sicav-a-s
265,226,yes,no,"AGROCORE SICAV, a.s.",1,10,investment_horizon;minimum_investment;target_return;fees;assets_under_management;administrator;aum_history;annual_returns;historical_values;news,Sbírka listin / ORSL,does not reach the fund,0.4548,0.0758,ONE_STUB_PERIOD,2025,recorded_establishment_date,2025-12-09,annual_returns;assets_under_management;aum_history;historical_values,0.5462,0.8328,register only; one annual report can answer 5 missing fields; exact IČO makes the register usable; canonical web does not reach the fund; identity conflict on record,298,24106020,https://corecapital.cz,0,6,2,3.9,0.55,0.27,1.438,6.0,,15,4,agrocore-sicav-a-s
266,271,yes,no,"Pro arte, investiční fond s proměnným základním kapitálem, a.s.",8,3,target_return;annual_returns;news,Sbírka listin / ORSL > canonical web,usable,0.45,0.0692,MATURE,2017,recorded_establishment_date,2017-12-04,,1.0,0.45,own site plus the register,158,,https://proarte.cz,0,1,0,0.6,0.75,1.0,1.0,6.5,proarte.cz;or.justice.cz,20,8,pro-arte-investicni-fond-s-promennym-zakladnim-kapit
267,223,yes,no,ARETE ENERGY TRANSITION SICAV a.s.,5,6,minimum_investment;target_return;assets_under_management;annual_returns;historical_values;news,canonical web > Sbírka listin / ORSL,usable,0.4455,0.0685,ONE_STUB_PERIOD,2025,ico_band,IČO 23246766,annual_returns;assets_under_management;historical_values,0.4714,0.945,own site plus the register; identity conflict on record,55,23246766,https://arete.eu/fund-arete-energy-transition/,0,3,2,2.1,0.75,0.6,1.0,6.5,arete.eu,30,5,arete-energy-transition-sicav-a-s
